Reporting - Report PO | PIM;;;;;;;;;;;;;;;
Purchase Order No;Supplier Name;Order Date;Delivery Date;Item ID;Item Name;Item Description;Quantity Ordered;Quantity Delivered;Unit Price;Total Cost;Delivery Status;Defect Rate;Category Barang;Approval Time;Procurment Lead Time
0135/PO/CD/IX/2023/CIC/CI;CV. Harapan Mandiri -Bogor;22-09-2023;02-10-2023;30574;TEMPAT SAMPAH;"Warna hijau, tiang tanam, kapasitas 40liter";"28,00";"28,00";320000;"8.960.000,00";Finish;0%;KEBERSIHAN;2 Hari;10 Hari
0136/PO/CD/IX/2023/CIC/CI;ADIKARYA INTISOLUSI PT;22-09-2023;16-10-2023;30667;PERSONAL KOMPUTER / PC DESKTOP;"Intel I7 Gen 11, ram 16 GB, SSD 1 TB, VGA 2 GB, Monitor : Dell 22"", mouse & keyboard > Logitech Wireless MK345 Combo.";"1,00";"1,00";15765766;"15.765.766,00";Finish;0%;KOMPUTER;2 Hari;24 Hari
0136/PO/CD/XI/2023/CIC/CIE;TOKO GS;29-11-2023;04-12-2023;31298;RADAR POMPA AIR / PELAMPUNG LEVEL AIR;Pelampung closet duduk;"1,00";"1,00";175000;"175.000,00";Finish;0%;MECHANICAL;7 Hari;5 Hari
0137/PO/CD/IX/2023/CIC/CI;FEBI DAMAYANTHI -  JAKARTA;22-09-2023;;30335;BAJU ROMPI;"Warna: Merah, Uk: 4XL, Logo bendera merah putih & logo K3";"1,00";;230000;"230.000,00";Dalam Proses;0%;FASHION;2 Hari;
0137/PO/CD/XI/2023/CIC/CIE;CV. Andora Ropitama - Jakarta;29-11-2023;;30957;LAMPU;lampu sorot  Non Brand 400 w. IP. 66 warna kuning;"2,00";;340000;"680.000,00";Dalam Proses;0%;LISTRIK;7 Hari;
0138/PO/CD/IX/2023/CIC/CI;BOURZU - TOKOPEDIA;22-09-2023;16-10-2023;30362;TAS;"Dimensi : 39x13x32cm, Bahan luar : Water repellent canvas + genuine leather (kulit asli) ; lining katun halus (bahan dalam) ; Cotton webbing + YKK Zipper";"1,00";"1,00";495000;"495.000,00";Finish;0%;FASHION;2 Hari;24 Hari
0138/PO/CD/XI/2023/CIC/CIE;TOKO GS;29-11-2023;04-12-2023;31791;TALI TAMBANG;"Uk. 8mm, material : plastik, 1 roll : 200 meter";"1,00";"1,00";450000;"450.000,00";Finish;0%;RUPA - RUPA;7 Hari;5 Hari
0139/PO/CD/X/2023/CIC/CI;PT. REFRITAMA  SUMMIT SARANA - BOGOR;13-10-2023;23-10-2023;31486;FREON AC;Freon R-32;"3,00";"3,00";150000;"450.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;3 Hari;10 Hari
0139/PO/CD/XI/2023/CIC/CIE;Emha Busana - Jakarta;29-11-2023;12-12-2023;30339;SERAGAM KARYAWAN;"Warna abu2, bahan american drill, kode bahan 214, stel atas bawah";"8,00";"8,00";275000;"2.200.000,00";Finish;0%;FASHION;2 Hari;13 Hari
0140/PO/CD/X/2023/CIC/CI;FEBI DAMAYANTHI -  JAKARTA;13-10-2023;;30335;BAJU ROMPI;"Warna: Merah, Uk: M, Logo bendera merah putih & logo K3";"1,00";;185000;"185.000,00";Dalam Proses;0%;FASHION;3 Hari;
0140/PO/CD/XII/2023/CIC/CIE;GUNANDI PRINTPERCETAKAN - BOGOR;01-12-2023;02-01-2024;31850;ID CARD / NAME TAG;"Cassing Transparan, Tali Sablon CitraIndah City";"13,00";"13,00";30000;"390.000,00";Finish;0%;RUPA - RUPA;9 Hari;32 Hari
0141/PO/CD/X/2023/CIC/CI;Ace Hardware - Cibubur;13-10-2023;30-10-2023;30574;TEMPAT SAMPAH;"Material: plastik, tutup ayun, kapasitas: 20 liter";"4,00";"4,00";259900;"1.039.600,00";Finish;0%;KEBERSIHAN;2 Hari;17 Hari
0141/PO/CD/X/2023/CIC/CI;Ace Hardware - Cibubur;13-10-2023;30-10-2023;30574;TEMPAT SAMPAH;"Material : plastik, kapasitas : 50 liter, tutup: swing";"4,00";"4,00";369900;"1.479.600,00";Finish;0%;KEBERSIHAN;2 Hari;17 Hari
0141/PO/CD/XII/2023/CIC/CIE;TOKO GS;12-12-2023;15-12-2023;30879;MCB;MCB 10A;"1,00";"1,00";75000;"75.000,00";Finish;0%;LISTRIK;5 Hari;3 Hari
0141/PO/CD/XII/2023/CIC/CIE;TOKO GS;12-12-2023;15-12-2023;30879;MCB;MCB 6A;"1,00";"1,00";75000;"75.000,00";Finish;0%;LISTRIK;5 Hari;3 Hari
0141/PO/CD/XII/2023/CIC/CIE;TOKO GS;12-12-2023;15-12-2023;30885;SAKLAR;Saklar  ON & OFF;"4,00";"4,00";25000;"100.000,00";Finish;0%;LISTRIK;5 Hari;3 Hari
0141/PO/CD/XII/2023/CIC/CIE;TOKO GS;12-12-2023;15-12-2023;30889;STOP KONTAK;2 lubang;"1,00";"1,00";25000;"25.000,00";Finish;0%;LISTRIK;5 Hari;3 Hari
0141/PO/CD/XII/2023/CIC/CIE;TOKO GS;12-12-2023;15-12-2023;31211;TS CAP/ DOP / PLUG/ TUTUP PIPA;Dop 6 inch;"3,00";"3,00";45000;"135.000,00";Finish;0%;MATERIAL KONSTRUKSI;5 Hari;3 Hari
0141/PO/CD/XII/2023/CIC/CIE;TOKO GS;12-12-2023;15-12-2023;31211;TS CAP/ DOP / PLUG/ TUTUP PIPA;DOP Pintu PVC;"10,00";"10,00";10000;"100.000,00";Finish;0%;MATERIAL KONSTRUKSI;5 Hari;3 Hari
0142/PO/CD/X/2023/CIC/CI;Toko Pasific Elektronik -  Jonggol;17-10-2023;13-11-2023;31453;AC INVERTER;"Tipe 05AHQ, 1/2 PK";"2,00";"2,00";2300000;"4.600.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;1 Hari;27 Hari
0143/PO/CD/X/2023/CIC/CI;Alvin Azizi - Tangerang;17-10-2023;01-11-2023;31388;SPANDUK;"Polyster sablon, Uk. 1,15x8 meter, materi : ""Perumahan dgn fasilitas terlengkap""";"100,00";"100,00";68000;"6.800.000,00";Finish;0%;MEDIA INFORMASI;1 Hari;15 Hari
0143/PO/CD/XII/2023/CIC/CIE;TOKO GS;13-12-2023;22-12-2023;31871;JET WASHER / SHOWER SPRAY;-;"3,00";"3,00";120000;"360.000,00";Finish;0%;SANITAIR DAN KAMAR MANDI;1 Hari;9 Hari
0144/PO/CD/X/2023/CIC/CI;TOKO GS;17-10-2023;20-10-2023;32217;CAT WARNA;Warna merah;"5,00";"5,00";33000;"165.000,00";Finish;0%;ALAT TULIS KANTOR;1 Hari;3 Hari
0144/PO/CD/X/2023/CIC/CI;TOKO GS;17-10-2023;20-10-2023;31133;KAYU KASO;"Kayu Lokal, Ukuran 4x6, Panjang 3 meter";"3,00";"3,00";60000;"180.000,00";Finish;0%;MATERIAL KONSTRUKSI;1 Hari;3 Hari
0144/PO/CD/XII/2023/CIC/CIE;TOKO GS;13-12-2023;18-12-2023;31873;KRAN / KERAN AIR;-;"1,00";"1,00";85000;"85.000,00";Finish;0%;SANITAIR DAN KAMAR MANDI;1 Hari;5 Hari
0145/PO/CD/X/2023/CIC/CI;TOKO MEGA PLASTIK - BOGOR;17-10-2023;31-10-2023;31535;GELAS / CANGKIR / MUG;"Paper Cup, Uk. 8 OZ";"5000,00";"5000,00";320;"1.600.000,00";Finish;0%;PERALATAN DAPUR;0 Hari;14 Hari
0145/PO/CD/XII/2023/CIC/CIE;PT. PLATBOARD LUTDESINDO;16-12-2023;;31388;SPANDUK;"Bahan flexi, materi: liburan natal & tahun baru, uk. 1,15 x 8 meter";"10,00";;207000;"2.070.000,00";Dalam Proses;0%;MEDIA INFORMASI;1 Hari;
0146/PO/CD/X/2023/CIC/CI;CV. Sanjaya - Bekasi;24-10-2023;08-11-2023;30032;BUKU TANDA TERIMA;"Uk. A5, Kertas NCR, 2 ply - putih & merah";"50,00";"50,00";13500;"675.000,00";Finish;0%;ALAT TULIS KANTOR;1 Hari;15 Hari
0146/PO/CD/XII/2023/CIC/CIE;Alvin Azizi - Tangerang;16-12-2023;24-12-2023;31388;SPANDUK;"Bahan polyester, sablon, Uk. 1,15 x 8 meter, materi :  Liburan Natal 2023 dan Tahun Baru 2024 Waterpark";"20,00";"20,00";68000;"1.360.000,00";Finish;0%;MEDIA INFORMASI;2 Hari;8 Hari
0147/PO/CD/X/2023/CIC/CI;Toko Pasific Elektronik -  Jonggol;29-10-2023;08-11-2023;31453;AC INVERTER;"Tipe 05AHQ, 1/2 PK";"1,00";"1,00";2300000;"2.300.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;4 Hari;10 Hari
0147/PO/CD/X/2023/CIC/CI;Toko Pasific Elektronik -  Jonggol;29-10-2023;08-11-2023;31453;AC INVERTER;"Tipe 05AHQ, 1/2 PK";"2,00";"2,00";2300000;"4.600.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;4 Hari;10 Hari
0148/PO/CD/X/2023/CIC/CI;ERAFONE - CIBUBUR;30-10-2023;;30850;HANDPHONE (HP);"Iphone 14, 256GB. L: 71,5 mm, T: 146,7 mm, Tbl: 7,80 mm, berat: 172 g. Layar Super Retina XDR. Layar OLED sepenuhnya 6,1 inci (diagonal). Resolusi 2532 x 1170 piksel pada 460 ppi";"1,00";;16499000;"16.499.000,00";Dalam Proses;0%;KOMUNIKASI;6 Hari;
0148/PO/CD/XII/2023/CIC/CIE;Ace Hardware - Cibubur;21-12-2023;17-01-2024;30348;PAYUNG;"Diameter : 148 cm, frame : fyberglass Material : nylon, fiber";"3,00";"3,00";199000;"597.000,00";Finish;0%;FASHION;10 Hari;27 Hari
0149/PO/CD/XI/2023/CIC/CI;BAKTI PERCETAKAN - JAKARTA;02-11-2023;10-11-2023;30040;KERTAS A4;"75gr, warna putih";"75,00";"75,00";45000;"3.375.000,00";Finish;0%;ALAT TULIS KANTOR;2 Hari;8 Hari
0149/PO/CD/XII/2023/CIC/CIE;TOKO MEGA PLASTIK - BOGOR;21-12-2023;26-12-2023;30572;KANTONG SAMPAH PLASTIK;"Warna hitam, Uk. 90x120cm, 1 Pack: 6 pcs";"80,00";"80,00";15000;"1.200.000,00";Finish;0%;KEBERSIHAN;7 Hari;5 Hari
0150/PO/CD/XI/2023/CIC/CI;Bina Jaya Computer - Jakarta;02-11-2023;;30768;SOFTWARE ADOBE;Creative Cloud for Teams Isi: 1. Adobe Photoshop CC 2. Adobe illustrator CC 3. Adobe Premiere CC 4. Adobe After Effect CC;"1,00";;19800000;"19.800.000,00";Dalam Proses;0%;KOMPUTER;2 Hari;
0150/PO/CD/XII/2023/CIC/CIE;AXIO STORE ID - TOKOPEDIA;21-12-2023;;30338;JAS HUJAN;"Stel baju & celana, ukuran XXL, bahan taslan, 2 lapisan";"1,00";;275000;"275.000,00";Dalam Proses;0%;FASHION;2 Hari;
0151/PO/CD/XI/2023/CIC/CI;MAX INDONESIA OFFICIAL -  TOKOPEDIA;07-11-2023;23-12-2023;30118;ISI STAPLER;No.10;"2,00";"2,00";59000;"118.000,00";Finish;0%;ALAT TULIS KANTOR;0 Hari;46 Hari
0151/PO/CD/XII/2023/CIC/CIE;Ace Hardware - Cibubur;21-12-2023;21-02-2024;31697;METERAN;"Dimensi : 2.5 cm x 7.5 meter, self locking";"3,00";"3,00";76900;"230.700,00";Finish;0%;PERALATAN KERJA LAPANGAN;2 Hari;62 Hari
0152/PO/CD/XI/2023/CIC/CI;FEBI DAMAYANTHI -  JAKARTA;10-11-2023;29-11-2023;30354;SEPATU LAPANGAN;"Warna coklat, tipe: KWD 205CX, Uk 44";"1,00";"1,00";470000;"470.000,00";Finish;0%;FASHION;1 Hari;19 Hari
0153/PO/CD/XI/2023/CIC/CI;Toko Pasific Elektronik -  Jonggol;10-11-2023;17-11-2023;30713;MOUSE;"Tipe M170, wireless";"1,00";"1,00";120000;"120.000,00";Finish;0%;KOMPUTER;0 Hari;7 Hari
0154/PO/CD/XI/2023/CIC/CI;DASW - Bekasi;13-11-2023;18-11-2023;30079;ORDNER - ODNER;Ukuran A5 utk kwitansi;"20,00";"20,00";340000;"6.800.000,00";Finish;0%;ALAT TULIS KANTOR;3 Hari;5 Hari
0155/PO/CD/XI/2023/CIC/CI;Alvin Azizi - Tangerang;16-11-2023;20-11-2023;31388;SPANDUK;"Polyster sablon, Uk. 1,15x8 meter, materi : ""260Jutaan Meranti""";"100,00";"100,00";68000;"6.800.000,00";Finish;0%;MEDIA INFORMASI;3 Hari;4 Hari
0156/PO/CD/XI/2023/CIC/CI;"MITRA INTEGRASI INFORMATIKA,PT - JL. LETJEN S. PARMAN KAV 28";18-11-2023;;30642;EMAIL;License Email O365 F3 fidianingsih.fidia@ciputra.com;"1,00";;543341;"543.341,00";Dalam Proses;0%;KOMPUTER;1 Hari;
0157/PO/CD/XI/2023/CIC/CI;FEBI DAMAYANTHI -  JAKARTA;18-11-2023;;30354;SEPATU LAPANGAN;"Warna coklat, tipe: KWD 205CX, Uk 40";"1,00";;470000;"470.000,00";Dalam Proses;0%;FASHION;5 Hari;
0158/PO/CD/XI/2023/CIC/CI;PT. PLATBOARD LUTDESINDO;20-11-2023;29-11-2023;31370;BILLBOARD;"Bahan flexi, Materi ""Meranti"", Uk 10x7meter, Lokasi Bundaran MO";"1,00";"1,00";2075000;"2.075.000,00";Finish;0%;MEDIA INFORMASI;6 Hari;9 Hari
0158/PO/CD/XI/2023/CIC/CI;PT. PLATBOARD LUTDESINDO;20-11-2023;29-11-2023;31370;BILLBOARD;"Bahan flexi, Materi ""OMG, Rumah 2 KT"", Uk  17,5x2,5meter, Lokasi Underpas CIC";"1,00";"1,00";1484375;"1.484.375,00";Finish;0%;MEDIA INFORMASI;6 Hari;9 Hari
0159/PO/CD/XI/2023/CIC/CI;CV. Andora Ropitama - Jakarta;20-11-2023;;30957;LAMPU;"Lampu sorot, IP. 66, 400 watt, warna kuning";"2,00";;340000;"680.000,00";Dalam Proses;0%;LISTRIK;0 Hari;
0160/PO/CD/XI/2023/CIC/CI;Desti Advertising - Bekasi;20-11-2023;06-12-2023;31846;STIKER UNIT;"Stiker vinyl, warna putih";"16,00";"16,00";58000;"928.000,00";Finish;0%;RUPA - RUPA;1 Hari;16 Hari
0161/PO/CD/XI/2023/CIC/CI;CV. Sanjaya - Bekasi;20-11-2023;01-12-2023;30016;BUKU BPHTB;"Buku form BPHTB, 6 ply, 6 warna";"50,00";"50,00";90000;"4.500.000,00";Finish;0%;ALAT TULIS KANTOR;1 Hari;11 Hari
0162/PO/CD/XI/2023/CIC/CI;ADE ABDILLAH - BOGOR;21-11-2023;12-12-2023;31359;RAMBU LALU LINTAS;"Rambu titik kumpul, Uk 4000x600 mm, tiang pipa galvanis 2"" cat silver, plang : plat galvanis 1mm cat silver, siku2 3x3, gambar sticker reflectif 2 warna";"1,00";"1,00";750000;"750.000,00";Finish;0%;MEDIA INFORMASI;2 Hari;21 Hari
0162/PO/CD/XI/2023/CIC/CI;ADE ABDILLAH - BOGOR;21-11-2023;12-12-2023;31359;RAMBU LALU LINTAS;"Rambu jalur evakuasi tangga, Uk 120x300 mm, dasar akrilik 3mm, tulisan akrilik putih 3mm, cutting laser, pen + fisher";"2,00";"2,00";185000;"370.000,00";Finish;0%;MEDIA INFORMASI;2 Hari;21 Hari
0162/PO/CD/XI/2023/CIC/CI;ADE ABDILLAH - BOGOR;21-11-2023;12-12-2023;31359;RAMBU LALU LINTAS;"Rambu jalur evakuasi exit, Uk 120x300 mm, dasar akrilik 3mm, tulisan akrilik putih 3mm, cutting laser, pen + fisher";"3,00";"3,00";185000;"555.000,00";Finish;0%;MEDIA INFORMASI;2 Hari;21 Hari
0162/PO/CD/XI/2023/CIC/CI;ADE ABDILLAH - BOGOR;21-11-2023;12-12-2023;31359;RAMBU LALU LINTAS;"Rambu jalur evakuasi arah kiri, Uk 120x300 mm, dasar akrilik 3mm, tulisan akrilik putih 3mm, cutting laser, pen + fisher";"4,00";"4,00";185000;"740.000,00";Finish;0%;MEDIA INFORMASI;2 Hari;21 Hari
0162/PO/CD/XI/2023/CIC/CI;ADE ABDILLAH - BOGOR;21-11-2023;12-12-2023;31359;RAMBU LALU LINTAS;"Rambu jalur evakuasi arah kanan, Uk 120x300 mm, dasar akrilik 3mm, tulisan akrilik putih 3mm, cutting laser, pen + fisher";"8,00";"8,00";185000;"1.480.000,00";Finish;0%;MEDIA INFORMASI;2 Hari;21 Hari
0163/PO/CD/XI/2023/CIC/CI;Alvin Azizi - Tangerang;21-11-2023;26-11-2023;30514;UMBUL UMBUL;"Uk. 5x 1,5meter, bahan polyester, sablon, materi : Dahlia";"100,00";"100,00";42500;"4.250.000,00";Finish;0%;KARYA SENI - PENGHARGAAN -SIMBOL;1 Hari;5 Hari
0163/PO/CD/XI/2023/CIC/CI;Alvin Azizi - Tangerang;21-11-2023;26-11-2023;30514;UMBUL UMBUL;"Uk. 5x 1,5meter, bahan polyester, sablon, materi : Meranti";"100,00";"100,00";42500;"4.250.000,00";Finish;0%;KARYA SENI - PENGHARGAAN -SIMBOL;1 Hari;5 Hari
0164/PO/CD/XI/2023/CIC/CI;MAURITZ INTEGRA - TOKOPEDIA;28-11-2023;28-11-2023;30633;TABUNG OXYGENT;"Nama tabung O2 1 m3 + Regulator + Selang + Troly, isi : sudah termasuk, Tinggi 67 cm, Diameter 14 cm, Kelengkapan : tabung O2+ isi + Regulator + Selang + Troly";"1,00";"1,00";574499;"574.499,00";Finish;0%;KESEHATAN;1 Hari;0 Hari
0165/PO/CD/XI/2023/CIC/CI;PT. Sarana Kencana Mulya - Tangerang;28-11-2023;19-12-2023;31458;AC SPLIT WALL;"1/2 PK, Tipe : PAC 05VH";"1,00";"1,00";2164000;"2.164.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;1 Hari;21 Hari
0166/PO/CD/XI/2023/CIC/CI;DASW - Bekasi;28-11-2023;19-12-2023;30069;HANG MAP;Warna hijau;"10,00";"10,00";275000;"2.750.000,00";Finish;0%;ALAT TULIS KANTOR;1 Hari;21 Hari
0167/PO/CD/XI/2023/CIC/CI;Desti Advertising - Bekasi;28-11-2023;04-12-2023;31839;STIKER NAMA KARYAWAN;"Lembaran A3, sticker digital printing fronlight, non laminating, a.n Achmad Fajar";"5,00";"5,00";27000;"135.000,00";Finish;0%;RUPA - RUPA;1 Hari;6 Hari
0167/PO/CD/XI/2023/CIC/CI;Desti Advertising - Bekasi;28-11-2023;04-12-2023;31839;STIKER NAMA KARYAWAN;"Lembaran A3, sticker digital printing fronlight, non laminating,, a.n Afdhal";"5,00";"5,00";27000;"135.000,00";Finish;0%;RUPA - RUPA;1 Hari;6 Hari
0167/PO/CD/XI/2023/CIC/CI;Desti Advertising - Bekasi;28-11-2023;04-12-2023;31839;STIKER NAMA KARYAWAN;"Lembaran A3, sticker digital printing fronlight, non laminating,, a.n Alvin";"5,00";"5,00";27000;"135.000,00";Finish;0%;RUPA - RUPA;1 Hari;6 Hari
0167/PO/CD/XI/2023/CIC/CI;Desti Advertising - Bekasi;28-11-2023;04-12-2023;31839;STIKER NAMA KARYAWAN;"Lembaran A3, sticker digital printing fronlight, non laminating,, a.n Aryanto";"5,00";"5,00";27000;"135.000,00";Finish;0%;RUPA - RUPA;1 Hari;6 Hari
0167/PO/CD/XI/2023/CIC/CI;Desti Advertising - Bekasi;28-11-2023;04-12-2023;31839;STIKER NAMA KARYAWAN;"Lembaran A3, sticker digital printing fronlight, non laminating,, a.n Fidia";"5,00";"5,00";27000;"135.000,00";Finish;0%;RUPA - RUPA;1 Hari;6 Hari
0167/PO/CD/XI/2023/CIC/CI;Desti Advertising - Bekasi;28-11-2023;04-12-2023;31839;STIKER NAMA KARYAWAN;"Lembaran A3, sticker digital printing fronlight, non laminating,, a.n Fitria";"5,00";"5,00";27000;"135.000,00";Finish;0%;RUPA - RUPA;1 Hari;6 Hari
0167/PO/CD/XI/2023/CIC/CI;Desti Advertising - Bekasi;28-11-2023;04-12-2023;31839;STIKER NAMA KARYAWAN;"Lembaran A3, sticker digital printing fronlight, non laminating,, a.n Kusmanto";"5,00";"5,00";27000;"135.000,00";Finish;0%;RUPA - RUPA;1 Hari;6 Hari
0167/PO/CD/XI/2023/CIC/CI;Desti Advertising - Bekasi;28-11-2023;04-12-2023;31839;STIKER NAMA KARYAWAN;"Lembaran A3, sticker digital printing fronlight, non laminating,, a.n Minarti";"5,00";"5,00";27000;"135.000,00";Finish;0%;RUPA - RUPA;1 Hari;6 Hari
0167/PO/CD/XI/2023/CIC/CI;Desti Advertising - Bekasi;28-11-2023;04-12-2023;31839;STIKER NAMA KARYAWAN;"Lembaran A3, sticker digital printing fronlight, non laminating,, a.n Rahajeng";"5,00";"5,00";27000;"135.000,00";Finish;0%;RUPA - RUPA;1 Hari;6 Hari
0167/PO/CD/XI/2023/CIC/CI;Desti Advertising - Bekasi;28-11-2023;04-12-2023;31839;STIKER NAMA KARYAWAN;"Lembaran A3, sticker digital printing fronlight, non laminating,, a.n Revia";"5,00";"5,00";27000;"135.000,00";Finish;0%;RUPA - RUPA;1 Hari;6 Hari
0167/PO/CD/XI/2023/CIC/CI;Desti Advertising - Bekasi;28-11-2023;04-12-2023;31839;STIKER NAMA KARYAWAN;"Lembaran A3, sticker digital printing fronlight, non laminating,, a.n Tisna";"5,00";"5,00";27000;"135.000,00";Finish;0%;RUPA - RUPA;1 Hari;6 Hari
0167/PO/CD/XI/2023/CIC/CI;Desti Advertising - Bekasi;28-11-2023;04-12-2023;31839;STIKER NAMA KARYAWAN;"Lembaran A3, sticker digital printing fronlight, non laminating,, a.n Veren";"5,00";"5,00";27000;"135.000,00";Finish;0%;RUPA - RUPA;1 Hari;6 Hari
0167/PO/CD/XI/2023/CIC/CI;Desti Advertising - Bekasi;28-11-2023;04-12-2023;31839;STIKER NAMA KARYAWAN;"Lembaran A3, sticker digital printing fronlight, non laminating,, a.n Wina";"5,00";"5,00";27000;"135.000,00";Finish;0%;RUPA - RUPA;1 Hari;6 Hari
0168/PO/CD/XI/2023/CIC/CI;CV. Sanjaya - Bekasi;29-11-2023;03-12-2023;31379;BROSUR;"Cetak hitam putih, 1 muka, materi : kertas A4, per : 30 Okt 2023";"2500,00";"2500,00";200;"500.000,00";Finish;0%;MEDIA INFORMASI;7 Hari;4 Hari
0169/PO/CD/XI/2023/CIC/CI;Bina Jaya Computer - Jakarta;29-11-2023;29-11-2023;30656;KABEL JARINGAN;Kabel LAN Cat 6;"1,00";"1,00";1550000;"1.550.000,00";Finish;0%;KOMPUTER;7 Hari;0 Hari
0169/PO/CD/XI/2023/CIC/CI;Bina Jaya Computer - Jakarta;29-11-2023;29-11-2023;30723;KONEKTOR KABEL JARINGAN;Conector RG 11;"1,00";"1,00";190000;"190.000,00";Finish;0%;KOMPUTER;7 Hari;0 Hari
0169/PO/CD/XI/2023/CIC/CI;Bina Jaya Computer - Jakarta;29-11-2023;29-11-2023;30723;KONEKTOR KABEL JARINGAN;Conector RG 8;"1,00";"1,00";225000;"225.000,00";Finish;0%;KOMPUTER;7 Hari;0 Hari
0169/PO/CD/XI/2023/CIC/CI;Bina Jaya Computer - Jakarta;29-11-2023;29-11-2023;30723;KONEKTOR KABEL JARINGAN;Conector RG 45 AMP;"2,00";"2,00";350000;"700.000,00";Finish;0%;KOMPUTER;7 Hari;0 Hari
0170/PO/CD/XI/2023/CIC/CI;GUNANDI PRINTPERCETAKAN - BOGOR;29-11-2023;02-01-2024;31850;ID CARD / NAME TAG;"Cassing Transparan, Tali Sablon CitraIndah City";"33,00";"33,00";30000;"990.000,00";Finish;0%;RUPA - RUPA;7 Hari;34 Hari
0171/PO/CD/XI/2023/CIC/CI;PT. PLATBOARD LUTDESINDO;29-11-2023;05-12-2023;31365;BANNER;"Bahan : flexi, Uk 0,9x3,96 meter, materi : Meranti, lokasi : pohon seribu";"9,00";"9,00";80190;"721.710,00";Finish;0%;MEDIA INFORMASI;8 Hari;6 Hari
0172/PO/CD/XI/2023/CIC/CI;TOHI - BOGOR;29-11-2023;04-12-2023;31043;BAMBU;Panjang +/- 6 meter;"50,00";"50,00";12000;"600.000,00";Finish;0%;MATERIAL KONSTRUKSI;8 Hari;5 Hari
0173/PO/CD/XI/2023/CIC/CI;PT. PLATBOARD LUTDESINDO;29-11-2023;05-12-2023;31365;BANNER;"Bahan : flexi, Uk 0,6x2,9 meter, materi : Meranti, lokasi : depan MO";"1,00";"1,00";39150;"39.150,00";Finish;0%;MEDIA INFORMASI;8 Hari;6 Hari
0174/PO/CD/XI/2023/CIC/CI;Emha Busana - Jakarta;29-11-2023;12-12-2023;30339;SERAGAM KARYAWAN;"Warna biru, bahan american drill, kode bahan 397, stel atas bawah";"4,00";"4,00";275000;"1.100.000,00";Finish;0%;FASHION;2 Hari;13 Hari
0175/PO/CD/XII/2023/CIC/CI;OFFICE XPRESS - TOKOPEDIA;13-12-2023;22-03-2024;30004;MATA PISAU PEMBOLONG KERTAS;"Tipe 2320N, isi 2 pcs";"2,00";"2,00";449000;"898.000,00";Finish;0%;ALAT TULIS KANTOR;0 Hari;100 Hari
0176/PO/CD/XII/2023/CIC/CI;PT. Sarana Kencana Mulya - Tangerang;13-12-2023;27-12-2023;31458;AC SPLIT WALL;"1/2 PK, Tipe : PAC 05VH";"1,00";"1,00";2164000;"2.164.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;0 Hari;14 Hari
0176/PO/CD/XII/2023/CIC/CI;PT. Sarana Kencana Mulya - Tangerang;13-12-2023;27-12-2023;31458;AC SPLIT WALL;"1/2 PK, Tipe : PAC 05VH";"1,00";"1,00";2164000;"2.164.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;0 Hari;14 Hari
0176/PO/CD/XII/2023/CIC/CI;PT. Sarana Kencana Mulya - Tangerang;13-12-2023;27-12-2023;31458;AC SPLIT WALL;"1/2 PK, Tipe : PAC 05VH";"1,00";"1,00";2164000;"2.164.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;0 Hari;14 Hari
0177/PO/CD/XII/2023/CIC/CI;Desti Advertising - Bekasi;13-12-2023;10-01-2024;31839;STIKER NAMA KARYAWAN;"Lembaran A3, sticker digital printing fronlight, non laminating, a.n Fitria";"5,00";"5,00";27000;"135.000,00";Finish;0%;RUPA - RUPA;0 Hari;28 Hari
0177/PO/CD/XII/2023/CIC/CI;Desti Advertising - Bekasi;13-12-2023;10-01-2024;31839;STIKER NAMA KARYAWAN;"Lembaran A3, sticker digital printing fronlight, non laminating, a.n Randa";"5,00";"5,00";27000;"135.000,00";Finish;0%;RUPA - RUPA;0 Hari;28 Hari
0177/PO/CD/XII/2023/CIC/CI;Desti Advertising - Bekasi;13-12-2023;10-01-2024;31839;STIKER NAMA KARYAWAN;"Lembaran A3, sticker digital printing fronlight, non laminating, a.n Indah";"5,00";"5,00";27000;"135.000,00";Finish;0%;RUPA - RUPA;0 Hari;28 Hari
0178/PO/CD/XII/2023/CIC/CI;Toko Pasific Elektronik -  Jonggol;13-12-2023;20-12-2023;30713;MOUSE;"Tipe M170, wireless";"1,00";"1,00";120000;"120.000,00";Finish;0%;KOMPUTER;2 Hari;7 Hari
0179/PO/CD/XII/2023/CIC/CI;Alvin Azizi - Tangerang;13-12-2023;21-12-2023;31388;SPANDUK;"Bahan polyester, Uk. 1,15 x 8 meter, materi: Natal";"50,00";"50,00";68000;"3.400.000,00";Finish;0%;MEDIA INFORMASI;0 Hari;8 Hari
0179/PO/CD/XII/2023/CIC/CI;Alvin Azizi - Tangerang;13-12-2023;21-12-2023;31388;SPANDUK;"Bahan polyester, Uk. 1,15 x 8 meter, materi: End year promo";"100,00";"100,00";68000;"6.800.000,00";Finish;0%;MEDIA INFORMASI;0 Hari;8 Hari
